MonthlyCharges,PhoneService_Yes,MultipleLines_No phone service,InternetService_Fiber optic,InternetService_No,StreamingMovies_Yes,StreamingTV_Yes,TotalCharges,tenure,MultipleLines_Yes,DeviceProtection_Yes,OnlineBackup_Yes,TechSupport_Yes,OnlineSecurity_Yes,Contract_Two year,PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,PaymentMethod_Credit card (automatic),Partner_Yes,Dependents_Yes,PaperlessBilling_Yes,SeniorCitizen_Yes,gender_Male,Churn
-0.16800429746543127,1.0,0.0,0.0,0.0,0.0,0.0,-0.8840632948595003,-1.1212800189651375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5164383871806116,1.0,0.0,0.0,0.0,0.0,0.0,-0.9083286363122905,-1.1212800189651375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
-0.46500287869884677,1.0,0.0,0.0,0.0,0.0,0.0,-0.9563766451564233,-1.2434624837958481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08751403499236753,1.0,0.0,0.0,0.0,0.0,0.0,-0.1326933592955674,-0.1030928120425494,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1.0100347677620836,1.0,0.0,1.0,0.0,1.0,1.0,0.51408988304463,0.1412721176188718,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.135631123572083,1.0,0.0,1.0,0.0,0.0,0.0,0.6757418141695477,0.9150943948800389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0.656623048193829,1.0,0.0,1.0,0.0,0.0,0.0,0.13637549023157583,-0.062365323765645866,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.9644250739572721,0.0,1.0,0.0,0.0,0.0,1.0,-0.5831379572767951,-0.18454778859635645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
-1.5268972473546345,1.0,0.0,0.0,1.0,0.0,0.0,-0.8669722451382312,-0.6732776479191988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.4870762085300426,1.0,0.0,0.0,1.0,0.0,0.0,-0.9531076253766171,-1.080552530688234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6947848770673966,1.0,0.0,1.0,0.0,0.0,0.0,-0.036202426466117356,-0.22527527687326,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
-1.3161775835745018,1.0,0.0,0.0,1.0,0.0,0.0,-0.36343350039773353,1.0372768597107493,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.3252846584567706,1.0,0.0,1.0,0.0,1.0,0.0,2.3826747530199444,1.6074616955873988,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
-0.9694027038103461,0.0,1.0,0.0,0.0,0.0,0.0,-0.5885131911429196,-0.18454778859635645,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6665783078999769,1.0,0.0,1.0,0.0,0.0,1.0,0.462070783058585,0.3041820707264859,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0
-1.47546173887287,1.0,0.0,0.0,1.0,0.0,0.0,-1.0013750315214078,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.4989981028464855,1.0,0.0,1.0,0.0,1.0,0.0,-0.829367547805426,-1.1212800189651375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.1406087534251572,1.0,0.0,1.0,0.0,0.0,0.0,-0.9800057344373051,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.3385583380649675,1.0,0.0,1.0,0.0,1.0,1.0,-0.4506219876792784,-0.8361876010268129,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0332637070764286,1.0,0.0,1.0,0.0,1.0,1.0,-0.81142084861159,-1.1212800189651375,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.7014217168714948,1.0,0.0,0.0,0.0,1.0,1.0,1.6425379592497085,1.5667342073104953,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.3977862958339808,1.0,0.0,1.0,0.0,0.0,0.0,-0.9101496339077532,-1.2027349955189446,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
-1.5036683080402893,1.0,0.0,0.0,1.0,0.0,0.0,-0.7225868815751091,-0.1030928120425494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.4854169985790178,1.0,0.0,0.0,1.0,0.0,0.0,-0.7875065428398528,-0.30673025342706706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.3410657328398718,1.0,0.0,0.0,1.0,0.0,0.0,-0.4263127667663565,0.7929119300493283,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1.4945240734612866,1.0,0.0,1.0,0.0,1.0,1.0,1.1286656016482126,0.548547000387907,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.18374821215179848,1.0,0.0,1.0,0.0,0.0,0.0,-0.7480150287213875,-0.9583700658575235,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.7263098661368649,1.0,0.0,1.0,0.0,0.0,1.0,-0.3239200465492024,-0.5510951830884883,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5164383871806116,1.0,0.0,0.0,0.0,0.0,0.0,-0.7419816029532886,-0.8361876010268129,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.1195426245297115,1.0,0.0,1.0,0.0,0.0,1.0,0.9755262857888307,0.5078195121110035,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1.312010978848573,1.0,0.0,1.0,0.0,1.0,1.0,0.606565845272036,0.1412721176188718,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
1.000079508055935,1.0,0.0,1.0,0.0,1.0,0.0,0.6093083115302629,0.22272709417267883,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.5186011975995113,1.0,0.0,0.0,1.0,0.0,0.0,-1.0019454645031192,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1.1129057847256127,1.0,0.0,1.0,0.0,1.0,1.0,-0.5550112233324216,-0.91764257758062,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
-0.6690857026748812,1.0,0.0,0.0,0.0,0.0,0.0,-0.7649963797923276,-0.7954601127499094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
0.5653665008874722,1.0,0.0,0.0,0.0,1.0,1.0,-0.38489055640209957,-0.5918226713653918,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.649175183262585,0.0,1.0,0.0,0.0,0.0,1.0,-0.31132664149142525,0.1819996058957753,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.4804393687259438,1.0,0.0,0.0,1.0,0.0,0.0,-0.9568373794878055,-1.1212800189651375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
0.3314178977929941,1.0,0.0,1.0,0.0,0.0,0.0,-0.6525333234749648,-0.8769150893037164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.1344755140889338,1.0,0.0,1.0,0.0,1.0,1.0,1.6975189227946386,1.2816417893721705,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0
-0.31235556320457747,1.0,0.0,0.0,0.0,1.0,0.0,-0.9859952807452722,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9138005906026526,1.0,0.0,1.0,0.0,1.0,1.0,0.5137388473635771,0.1819996058957753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
1.336899128113943,1.0,0.0,1.0,0.0,1.0,1.0,1.18250569922972,0.6300019769417141,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0.9818281985946639,1.0,0.0,1.0,0.0,1.0,1.0,-0.17681415645791937,-0.5103676948115847,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
0.1505640131313051,1.0,0.0,0.0,0.0,0.0,1.0,-0.22051809874902095,-0.2660027651501635,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.5119643577954127,1.0,0.0,0.0,1.0,0.0,0.0,-0.7565276439869234,-0.1030928120425494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.06428509567802254,1.0,0.0,0.0,0.0,0.0,0.0,0.9983874845174087,1.4852792307566882,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8109295736391233,1.0,0.0,0.0,0.0,1.0,1.0,1.4458482792096856,1.240914301095267,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
-1.5136235677464371,1.0,0.0,0.0,1.0,0.0,0.0,-0.9550602613524745,-1.1212800189651375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
-1.4771209488238946,1.0,0.0,0.0,1.0,0.0,0.0,-0.66372258580853,0.26345458244958236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
1.2190952215911917,1.0,0.0,1.0,0.0,1.0,1.0,-0.8504077489385417,-1.162007507242041,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
1.2008439121299204,1.0,0.0,1.0,0.0,1.0,1.0,1.6519720431780085,1.1187318362645564,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
1.272189940023981,1.0,0.0,1.0,0.0,1.0,1.0,-0.12720842677911387,-0.5510951830884883,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
1.2290504812973395,1.0,0.0,1.0,0.0,1.0,1.0,-0.5077969242307898,-0.8769150893037164,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1.1610228733053283,1.0,0.0,1.0,0.0,1.0,1.0,0.38791449543613366,-0.062365323765645866,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.6416901586346069,1.0,0.0,1.0,0.0,0.0,0.0,0.05967419392148993,-0.1030928120425494,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.339406522888847,1.0,0.0,0.0,1.0,0.0,0.0,-0.4491520257648689,0.8336394183262318,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.8092703636880982,1.0,0.0,1.0,0.0,1.0,0.0,-0.8077788534206649,-1.1212800189651375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.48572442323828796,1.0,0.0,1.0,0.0,0.0,0.0,0.7337065810034283,0.7521844417724247,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0
0.8076111537370737,1.0,0.0,0.0,0.0,1.0,1.0,1.7929348088508636,1.5667342073104953,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-1.3261328432806498,1.0,0.0,0.0,1.0,0.0,0.0,-0.3529024299661428,1.15945932454146,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.31648500823377196,1.0,0.0,1.0,0.0,0.0,0.0,-0.7442194554200017,-0.999097554134427,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
-0.3322660826168733,1.0,0.0,0.0,0.0,0.0,0.0,-0.7607620118896256,-0.91764257758062,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0
-0.5015054976213895,0.0,1.0,0.0,0.0,1.0,1.0,-0.7395682326460491,-0.8361876010268129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.03692671133448237,1.0,0.0,0.0,0.0,1.0,0.0,0.8609131359250183,1.3630967659259776,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.1497529880041598,1.0,0.0,0.0,0.0,0.0,0.0,-0.3781769990019605,-0.3474577417039706,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.28083057413510865,1.0,0.0,0.0,0.0,0.0,0.0,-0.9072097100789341,-1.162007507242041,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.7959966840799012,1.0,0.0,1.0,0.0,1.0,0.0,-0.8545104784608488,-1.162007507242041,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.31069635325355266,1.0,0.0,0.0,0.0,0.0,0.0,-0.1255629470241778,0.10054462934196824,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.6881480372632978,1.0,0.0,1.0,0.0,0.0,0.0,0.6474395623846476,0.5078195121110035,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1.4945240734612866,1.0,0.0,1.0,0.0,1.0,1.0,2.122030759838074,1.322369277649074,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.5288638819649297,1.0,0.0,1.0,0.0,1.0,0.0,-0.5045279044509835,-0.7547326244730058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
-0.4732989284539701,0.0,1.0,0.0,0.0,1.0,0.0,0.34495650396726973,1.15945932454146,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.510612572503658,1.0,0.0,1.0,0.0,0.0,0.0,1.3482164804168133,1.4445517424797847,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
-0.23935032535949197,1.0,0.0,0.0,0.0,0.0,0.0,-0.44746266654980127,-0.3881852299808741,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.5504336113282501,1.0,0.0,1.0,0.0,0.0,0.0,0.9683739337873752,0.9150943948800389,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.344384152741921,1.0,0.0,0.0,1.0,0.0,0.0,-0.25643343686675846,1.4852792307566882,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0
0.5404783516221022,1.0,0.0,0.0,0.0,1.0,1.0,-0.7558255726248174,-1.0398250424113307,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.46747311377701667,1.0,0.0,1.0,0.0,0.0,0.0,1.504229900914817,1.6074616955873988,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.5064831274744634,1.0,0.0,0.0,0.0,0.0,0.0,0.28907601148964146,1.15945932454146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
0.5089533625526333,1.0,0.0,1.0,0.0,0.0,0.0,1.191369350176309,1.2816417893721705,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0
0.9370295299169981,1.0,0.0,1.0,0.0,1.0,1.0,0.27573665560962646,-0.02163783548874234,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.4840652132872634,1.0,0.0,1.0,0.0,0.0,0.0,-0.9754642103136815,-1.2841899720727517,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.5753217605936202,1.0,0.0,1.0,0.0,0.0,0.0,-0.9162927583261811,-1.2027349955189446,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.4854169985790178,1.0,0.0,0.0,1.0,0.0,0.0,-0.9881673140217879,-1.2027349955189446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6450085785366565,1.0,0.0,0.0,0.0,1.0,1.0,1.6647190263462466,1.6074616955873988,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
-1.1668486879822817,0.0,1.0,0.0,0.0,0.0,0.0,-0.665258366913137,-0.2660027651501635,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.177614972815575,1.0,0.0,1.0,0.0,1.0,1.0,0.6577951149757119,0.26345458244958236,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.5069867279423388,1.0,0.0,0.0,1.0,0.0,0.0,-1.0017918863926583,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.5086459378933632,1.0,0.0,0.0,1.0,0.0,0.0,-1.001813826122724,-1.2841899720727517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.7943374741288767,1.0,0.0,1.0,0.0,1.0,1.0,1.1695612584908899,0.9558218831569424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.4132227858610777,1.0,0.0,1.0,0.0,1.0,1.0,0.9790805220594924,0.4263645355571965,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
-1.3128591636724525,1.0,0.0,0.0,1.0,0.0,0.0,-0.999224937974958,-1.2841899720727517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.19702189175999602,1.0,0.0,0.0,0.0,1.0,0.0,-0.14831444710242703,-0.14382030031945292,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.5653665008874722,1.0,0.0,1.0,0.0,0.0,0.0,-0.9293468977153404,-1.2434624837958481,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
0.48572442323828796,1.0,0.0,1.0,0.0,0.0,0.0,1.3860844545104083,1.4445517424797847,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.815907203492197,1.0,0.0,1.0,0.0,1.0,0.0,1.7861115528003957,1.4038242542028811,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
-1.3294512631826991,1.0,0.0,0.0,1.0,0.0,0.0,-0.8051460858127673,-0.5510951830884883,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
-0.2725345243799853,0.0,1.0,0.0,0.0,1.0,1.0,0.616855578672903,1.3630967659259776,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0
-1.1917368372476518,0.0,1.0,0.0,0.0,0.0,0.0,-0.9535025405178017,-1.162007507242041,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.50034988813824,1.0,0.0,0.0,1.0,0.0,0.0,-0.9179382380811171,-0.9583700658575235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.2904412494852522,1.0,0.0,1.0,0.0,1.0,1.0,1.396637464672065,0.8336394183262318,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
-1.5086459378933632,1.0,0.0,0.0,1.0,0.0,0.0,-0.8040490993094765,-0.3881852299808741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.446406984881571,1.0,0.0,1.0,0.0,1.0,1.0,1.4515745487568632,0.7114569534955212,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.3314178977929941,1.0,0.0,1.0,0.0,0.0,0.0,-0.9437832400986461,-1.2434624837958481,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.4804393687259438,1.0,0.0,0.0,1.0,0.0,0.0,-0.45441756098066427,1.0780043479876529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6151427994182123,1.0,0.0,0.0,0.0,1.0,1.0,1.3744783373055929,1.240914301095267,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
0.20199952161306975,1.0,0.0,0.0,0.0,1.0,0.0,-0.20399748200946297,-0.30673025342706706,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
